Accession	Title	BioProject	BioSample	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR37001494	074-HIV-UUCG-GS-75c-a-2-p	PRJNA1400640	SAMN54923712	ToBeReleased	2027-02-01	2026-01-27T16:29:29Z	2026-01-27T16:32:34Z	SUB15970133	074-HIV-UUCG-GS-75c-a-2-p_S74_L001_R1_001.fastq.gz, 074-HIV-UUCG-GS-75c-a-2-p_S74_L001_R2_001.fastq.gz
SRR37001496	061-HIV-UUCG-GS-75c-a-6-m	PRJNA1400640	SAMN54923710	ToBeReleased	2027-02-01	2026-01-27T16:29:29Z	2026-01-27T16:32:29Z	SUB15970133	061-HIV-UUCG-GS-75c-a-6-m_S61_L001_R1_001.fastq.gz, 061-HIV-UUCG-GS-75c-a-6-m_S61_L001_R2_001.fastq.gz
SRR37001495	073-HIV-UUCG-GS-75c-a-1-p	PRJNA1400640	SAMN54923711	ToBeReleased	2027-02-01	2026-01-27T16:29:29Z	2026-01-27T16:32:24Z	SUB15970133	073-HIV-UUCG-GS-75c-a-1-p_S73_L001_R1_001.fastq.gz, 073-HIV-UUCG-GS-75c-a-1-p_S73_L001_R2_001.fastq.gz
SRR37001493	075-HIV-UUCG-GS-75c-a-3-p	PRJNA1400640	SAMN54923713	ToBeReleased	2027-02-01	2026-01-27T16:29:29Z	2026-01-27T16:32:23Z	SUB15970133	075-HIV-UUCG-GS-75c-a-3-p_S75_L001_R1_001.fastq.gz, 075-HIV-UUCG-GS-75c-a-3-p_S75_L001_R2_001.fastq.gz
SRR37001492	076-HIV-UUCG-GS-75c-a-4-p	PRJNA1400640	SAMN54923714	ToBeReleased	2027-02-01	2026-01-27T16:29:29Z	2026-01-27T16:32:19Z	SUB15970133	076-HIV-UUCG-GS-75c-a-4-p_S76_L001_R1_001.fastq.gz, 076-HIV-UUCG-GS-75c-a-4-p_S76_L001_R2_001.fastq.gz
SRR37001491	077-HIV-UUCG-GS-75c-a-5-p	PRJNA1400640	SAMN54923715	ToBeReleased	2027-02-01	2026-01-27T16:29:29Z	2026-01-27T16:32:19Z	SUB15970133	077-HIV-UUCG-GS-75c-a-5-p_S77_L001_R1_001.fastq.gz, 077-HIV-UUCG-GS-75c-a-5-p_S77_L001_R2_001.fastq.gz
SRR37001490	078-HIV-UUCG-GS-75c-a-6-p	PRJNA1400640	SAMN54923716	ToBeReleased	2027-02-01	2026-01-27T16:29:29Z	2026-01-27T16:32:03Z	SUB15970133	078-HIV-UUCG-GS-75c-a-6-p_S78_L001_R1_001.fastq.gz, 078-HIV-UUCG-GS-75c-a-6-p_S78_L001_R2_001.fastq.gz
SRR37001486	052-HIV-UUCG-GS-25c-a-4-p	PRJNA1400640	SAMN54923686	ToBeReleased	2027-02-01	2026-01-27T16:28:31Z	2026-01-27T16:31:49Z	SUB15970124	052-HIV-UUCG-GS-25c-a-4-p_S52_L001_R1_001.fastq.gz, 052-HIV-UUCG-GS-25c-a-4-p_S52_L001_R2_001.fastq.gz
SRR37001485	053-HIV-UUCG-GS-25c-a-5-p	PRJNA1400640	SAMN54923687	ToBeReleased	2027-02-01	2026-01-27T16:28:31Z	2026-01-27T16:31:48Z	SUB15970124	053-HIV-UUCG-GS-25c-a-5-p_S53_L001_R1_001.fastq.gz, 053-HIV-UUCG-GS-25c-a-5-p_S53_L001_R2_001.fastq.gz
SRR37001472	062-HIV-UUCG-GS-70c-a-2-p	PRJNA1400640	SAMN54923699	ToBeReleased	2027-02-01	2026-01-27T16:28:28Z	2026-01-27T16:31:46Z	SUB15970130	062-HIV-UUCG-GS-70c-a-2-p_S62_L001_R1_001.fastq.gz, 062-HIV-UUCG-GS-70c-a-2-p_S62_L001_R2_001.fastq.gz
SRR37001481	057-HIV-UUCG-GS-25c-b-3-p	PRJNA1400640	SAMN54923691	ToBeReleased	2027-02-01	2026-01-27T16:28:30Z	2026-01-27T16:31:45Z	SUB15970126	057-HIV-UUCG-GS-25c-b-3-p_S57_L001_R1_001.fastq.gz, 057-HIV-UUCG-GS-25c-b-3-p_S57_L001_R2_001.fastq.gz
SRR37001489	049-HIV-UUCG-GS-25c-a-1-p	PRJNA1400640	SAMN54923683	ToBeReleased	2027-02-01	2026-01-27T16:28:31Z	2026-01-27T16:31:44Z	SUB15970124	049-HIV-UUCG-GS-25c-a-1-p_S49_L001_R1_001.fastq.gz, 049-HIV-UUCG-GS-25c-a-1-p_S49_L001_R2_001.fastq.gz
SRR37001479	058-HIV-UUCG-GS-25c-b-6-m	PRJNA1400640	SAMN54923693	ToBeReleased	2027-02-01	2026-01-27T16:28:30Z	2026-01-27T16:31:44Z	SUB15970126	058-HIV-UUCG-GS-25c-b-6-m_S58_L001_R1_001.fastq.gz, 058-HIV-UUCG-GS-25c-b-6-m_S58_L001_R2_001.fastq.gz
SRR37001482	056-HIV-UUCG-GS-25c-b-2-p	PRJNA1400640	SAMN54923690	ToBeReleased	2027-02-01	2026-01-27T16:28:30Z	2026-01-27T16:31:42Z	SUB15970126	056-HIV-UUCG-GS-25c-b-2-p_S56_L001_R1_001.fastq.gz, 056-HIV-UUCG-GS-25c-b-2-p_S56_L001_R2_001.fastq.gz
SRR37001484	054-HIV-UUCG-GS-25c-a-6-p	PRJNA1400640	SAMN54923688	ToBeReleased	2027-02-01	2026-01-27T16:28:31Z	2026-01-27T16:31:41Z	SUB15970124	054-HIV-UUCG-GS-25c-a-6-p_S54_L001_R1_001.fastq.gz, 054-HIV-UUCG-GS-25c-a-6-p_S54_L001_R2_001.fastq.gz
SRR37001480	058-HIV-UUCG-GS-25c-b-4-p	PRJNA1400640	SAMN54923692	ToBeReleased	2027-02-01	2026-01-27T16:28:30Z	2026-01-27T16:31:40Z	SUB15970126	058-HIV-UUCG-GS-25c-b-4-p_S58_L001_R1_001.fastq.gz, 058-HIV-UUCG-GS-25c-b-4-p_S58_L001_R2_001.fastq.gz
SRR37001483	055-HIV-UUCG-GS-25c-b-1-p	PRJNA1400640	SAMN54923689	ToBeReleased	2027-02-01	2026-01-27T16:28:30Z	2026-01-27T16:31:40Z	SUB15970126	055-HIV-UUCG-GS-25c-b-1-p_S55_L001_R1_001.fastq.gz, 055-HIV-UUCG-GS-25c-b-1-p_S55_L001_R2_001.fastq.gz
SRR37001476	059-HIV-UUCG-GS-70c-a-6-m	PRJNA1400640	SAMN54923697	ToBeReleased	2027-02-01	2026-01-27T16:28:29Z	2026-01-27T16:31:37Z	SUB15970130	059-HIV-UUCG-GS-70c-a-6-m_S59_L001_R1_001.fastq.gz, 059-HIV-UUCG-GS-70c-a-6-m_S59_L001_R2_001.fastq.gz
SRR37001478	059-HIV-UUCG-GS-25c-b-5-p	PRJNA1400640	SAMN54923694	ToBeReleased	2027-02-01	2026-01-27T16:28:30Z	2026-01-27T16:31:37Z	SUB15970126	059-HIV-UUCG-GS-25c-b-5-p_S59_L001_R1_001.fastq.gz, 059-HIV-UUCG-GS-25c-b-5-p_S59_L001_R2_001.fastq.gz
SRR37001477	060-HIV-UUCG-GS-25c-b-6-p	PRJNA1400640	SAMN54923695	ToBeReleased	2027-02-01	2026-01-27T16:28:30Z	2026-01-27T16:31:35Z	SUB15970126	060-HIV-UUCG-GS-25c-b-6-p_S60_L001_R1_001.fastq.gz, 060-HIV-UUCG-GS-25c-b-6-p_S60_L001_R2_001.fastq.gz
SRR37001488	050-HIV-UUCG-GS-25c-a-2-p	PRJNA1400640	SAMN54923684	ToBeReleased	2027-02-01	2026-01-27T16:28:31Z	2026-01-27T16:31:33Z	SUB15970124	050-HIV-UUCG-GS-25c-a-2-p_S50_L001_R1_001.fastq.gz, 050-HIV-UUCG-GS-25c-a-2-p_S50_L001_R2_001.fastq.gz
SRR37001487	051-HIV-UUCG-GS-25c-a-3-p	PRJNA1400640	SAMN54923685	ToBeReleased	2027-02-01	2026-01-27T16:28:31Z	2026-01-27T16:31:30Z	SUB15970124	051-HIV-UUCG-GS-25c-a-3-p_S51_L001_R1_001.fastq.gz, 051-HIV-UUCG-GS-25c-a-3-p_S51_L001_R2_001.fastq.gz
SRR37001474	064-HIV-UUCG-GS-70c-a-4-p	PRJNA1400640	SAMN54923701	ToBeReleased	2027-02-01	2026-01-27T16:28:29Z	2026-01-27T16:31:29Z	SUB15970130	064-HIV-UUCG-GS-70c-a-4-p_S64_L001_R1_001.fastq.gz, 064-HIV-UUCG-GS-70c-a-4-p_S64_L001_R2_001.fastq.gz
SRR37001475	066-HIV-UUCG-GS-70c-a-6-p	PRJNA1400640	SAMN54923702	ToBeReleased	2027-02-01	2026-01-27T16:28:29Z	2026-01-27T16:31:25Z	SUB15970130	066-HIV-UUCG-GS-70c-a-6-p_S66_L001_R1_001.fastq.gz, 066-HIV-UUCG-GS-70c-a-6-p_S66_L001_R2_001.fastq.gz
SRR37001473	063-HIV-UUCG-GS-70c-a-3-p	PRJNA1400640	SAMN54923700	ToBeReleased	2027-02-01	2026-01-27T16:28:28Z	2026-01-27T16:31:19Z	SUB15970130	063-HIV-UUCG-GS-70c-a-3-p_S63_L001_R1_001.fastq.gz, 063-HIV-UUCG-GS-70c-a-3-p_S63_L001_R2_001.fastq.gz
SRR37001467	069-HIV-UUCG-GS-70c-b-3-p	PRJNA1400640	SAMN54923706	ToBeReleased	2027-02-01	2026-01-27T16:28:27Z	2026-01-27T16:31:16Z	SUB15970131	069-HIV-UUCG-GS-70c-b-3-p_S69_L001_R1_001.fastq.gz, 069-HIV-UUCG-GS-70c-b-3-p_S69_L001_R2_001.fastq.gz
SRR37001470	060-HIV-UUCG-GS-70c-b-6-m	PRJNA1400640	SAMN54923703	ToBeReleased	2027-02-01	2026-01-27T16:28:27Z	2026-01-27T16:31:05Z	SUB15970131	060-HIV-UUCG-GS-70c-b-6-m_S60_L001_R1_001.fastq.gz, 060-HIV-UUCG-GS-70c-b-6-m_S60_L001_R2_001.fastq.gz
SRR37001469	067-HIV-UUCG-GS-70c-b-1-p	PRJNA1400640	SAMN54923704	ToBeReleased	2027-02-01	2026-01-27T16:28:27Z	2026-01-27T16:31:02Z	SUB15970131	067-HIV-UUCG-GS-70c-b-1-p_S67_L001_R1_001.fastq.gz, 067-HIV-UUCG-GS-70c-b-1-p_S67_L001_R2_001.fastq.gz
SRR37001468	068-HIV-UUCG-GS-70c-b-2-p	PRJNA1400640	SAMN54923705	ToBeReleased	2027-02-01	2026-01-27T16:28:27Z	2026-01-27T16:31:01Z	SUB15970131	068-HIV-UUCG-GS-70c-b-2-p_S68_L001_R1_001.fastq.gz, 068-HIV-UUCG-GS-70c-b-2-p_S68_L001_R2_001.fastq.gz
SRR37001466	070-HIV-UUCG-GS-70c-b-4-p	PRJNA1400640	SAMN54923707	ToBeReleased	2027-02-01	2026-01-27T16:28:27Z	2026-01-27T16:30:58Z	SUB15970131	070-HIV-UUCG-GS-70c-b-4-p_S70_L001_R1_001.fastq.gz, 070-HIV-UUCG-GS-70c-b-4-p_S70_L001_R2_001.fastq.gz
SRR37001471	061-HIV-UUCG-GS-70c-a-1-p	PRJNA1400640	SAMN54923698	ToBeReleased	2027-02-01	2026-01-27T16:28:28Z	2026-01-27T16:30:54Z	SUB15970130	061-HIV-UUCG-GS-70c-a-1-p_S61_L001_R1_001.fastq.gz, 061-HIV-UUCG-GS-70c-a-1-p_S61_L001_R2_001.fastq.gz
SRR37001465	071-HIV-UUCG-GS-70c-b-5-p	PRJNA1400640	SAMN54923708	ToBeReleased	2027-02-01	2026-01-27T16:28:27Z	2026-01-27T16:30:41Z	SUB15970131	071-HIV-UUCG-GS-70c-b-5-p_S71_L001_R1_001.fastq.gz, 071-HIV-UUCG-GS-70c-b-5-p_S71_L001_R2_001.fastq.gz
SRR37001464	072-HIV-UUCG-GS-70c-b-6-p	PRJNA1400640	SAMN54923709	ToBeReleased	2027-02-01	2026-01-27T16:28:27Z	2026-01-27T16:30:18Z	SUB15970131	072-HIV-UUCG-GS-70c-b-6-p_S72_L001_R1_001.fastq.gz, 072-HIV-UUCG-GS-70c-b-6-p_S72_L001_R2_001.fastq.gz
SRR37001453	043-HIV-WT-80c-b-1-p	PRJNA1400640	SAMN54923676	ToBeReleased	2027-02-01	2026-01-27T16:25:29Z	2026-01-27T16:29:34Z	SUB15970120	043-HIV-WT-80c-b-1-p_S43_L001_R1_001.fastq.gz, 043-HIV-WT-80c-b-1-p_S43_L001_R2_001.fastq.gz
SRR37001451	045-HIV-WT-80c-b-3-p	PRJNA1400640	SAMN54923678	ToBeReleased	2027-02-01	2026-01-27T16:25:29Z	2026-01-27T16:29:32Z	SUB15970120	045-HIV-WT-80c-b-3-p_S45_L001_R1_001.fastq.gz, 045-HIV-WT-80c-b-3-p_S45_L001_R2_001.fastq.gz
SRR37001452	044-HIV-WT-80c-b-2-p	PRJNA1400640	SAMN54923677	ToBeReleased	2027-02-01	2026-01-27T16:25:29Z	2026-01-27T16:29:27Z	SUB15970120	044-HIV-WT-80c-b-2-p_S44_L001_R1_001.fastq.gz, 044-HIV-WT-80c-b-2-p_S44_L001_R2_001.fastq.gz
SRR37001450	046-HIV-WT-80c-b-4-p	PRJNA1400640	SAMN54923679	ToBeReleased	2027-02-01	2026-01-27T16:25:29Z	2026-01-27T16:29:17Z	SUB15970120	046-HIV-WT-80c-b-4-p_S46_L001_R1_001.fastq.gz, 046-HIV-WT-80c-b-4-p_S46_L001_R2_001.fastq.gz
SRR37001449	047-HIV-WT-80c-b-5-p	PRJNA1400640	SAMN54923680	ToBeReleased	2027-02-01	2026-01-27T16:25:29Z	2026-01-27T16:29:14Z	SUB15970120	047-HIV-WT-80c-b-5-p_S47_L001_R1_001.fastq.gz, 047-HIV-WT-80c-b-5-p_S47_L001_R2_001.fastq.gz
SRR37001448	048-HIV-WT-80c-b-6-p	PRJNA1400640	SAMN54923681	ToBeReleased	2027-02-01	2026-01-27T16:25:29Z	2026-01-27T16:28:39Z	SUB15970120	048-HIV-WT-80c-b-6-p_S48_L001_R1_001.fastq.gz, 048-HIV-WT-80c-b-6-p_S48_L001_R2_001.fastq.gz
SRR37001447	056-HIV-WT-80c-b-6-m	PRJNA1400640	SAMN54923682	ToBeReleased	2027-02-01	2026-01-27T16:25:29Z	2026-01-27T16:28:36Z	SUB15970120	056-HIV-WT-80c-b-6-m_S56_L001_R1_001.fastq.gz, 056-HIV-WT-80c-b-6-m_S56_L001_R2_001.fastq.gz
SRR37001394	016-HIV-WT-70c-a-4-p	PRJNA1400640	SAMN54923588	Released	2026-01-27	2026-01-27T16:19:37Z	2026-01-27T16:26:02Z	SUB15970102	016-HIV-WT-70c-a-4-p_S16_L001_R1_001.fastq.gz, 016-HIV-WT-70c-a-4-p_S16_L001_R2_001.fastq.gz
SRR37001397	013-HIV-WT-70c-a-1-p	PRJNA1400640	SAMN54923585	Released	2026-01-27	2026-01-27T16:19:37Z	2026-01-27T16:26:02Z	SUB15970102	013-HIV-WT-70c-a-1-p_S13_L001_R1_001.fastq.gz, 013-HIV-WT-70c-a-1-p_S13_L001_R2_001.fastq.gz
SRR37001392	018-HIV-WT-70c-a-6-p	PRJNA1400640	SAMN54923590	Released	2026-01-27	2026-01-27T16:19:37Z	2026-01-27T16:26:02Z	SUB15970102	018-HIV-WT-70c-a-6-p_S18_L001_R1_001.fastq.gz, 018-HIV-WT-70c-a-6-p_S18_L001_R2_001.fastq.gz
SRR37001395	015-HIV-WT-70c-a-3-p	PRJNA1400640	SAMN54923587	Released	2026-01-27	2026-01-27T16:19:37Z	2026-01-27T16:26:02Z	SUB15970102	015-HIV-WT-70c-a-3-p_S15_L001_R1_001.fastq.gz, 015-HIV-WT-70c-a-3-p_S15_L001_R2_001.fastq.gz
SRR37001393	017-HIV-WT-70c-a-5-p	PRJNA1400640	SAMN54923589	Released	2026-01-27	2026-01-27T16:19:37Z	2026-01-27T16:26:02Z	SUB15970102	017-HIV-WT-70c-a-5-p_S17_L001_R1_001.fastq.gz, 017-HIV-WT-70c-a-5-p_S17_L001_R2_001.fastq.gz
SRR37001396	014-HIV-WT-70c-a-2-p	PRJNA1400640	SAMN54923586	Released	2026-01-27	2026-01-27T16:19:37Z	2026-01-27T16:26:02Z	SUB15970102	014-HIV-WT-70c-a-2-p_S14_L001_R1_001.fastq.gz, 014-HIV-WT-70c-a-2-p_S14_L001_R2_001.fastq.gz
SRR37001389	045_fourU_WT_37c_b_3_p	PRJNA1400640	SAMN54923567	ToBeReleased	2027-02-01	2026-01-27T16:19:36Z	2026-01-27T16:25:39Z	SUB15970097	045_fourU_WT_37c_b_3_p_S141_R1_001.fastq.gz, 045_fourU_WT_37c_b_3_p_S141_R2_001.fastq.gz
SRR37001446	037-HIV-WT-80c-a-1-p	PRJNA1400640	SAMN54923667	ToBeReleased	2027-02-01	2026-01-27T16:22:27Z	2026-01-27T16:25:38Z	SUB15970119	037-HIV-WT-80c-a-1-p_S37_L001_R1_001.fastq.gz, 037-HIV-WT-80c-a-1-p_S37_L001_R2_001.fastq.gz
SRR37001439	025-HIV-WT-75c-a-1-p	PRJNA1400640	SAMN54923619	ToBeReleased	2027-02-01	2026-01-27T16:21:35Z	2026-01-27T16:25:38Z	SUB15970109	025-HIV-WT-75c-a-1-p_S25_L001_R1_001.fastq.gz, 025-HIV-WT-75c-a-1-p_S25_L001_R2_001.fastq.gz
SRR37001445	038-HIV-WT-80c-a-2-p	PRJNA1400640	SAMN54923668	ToBeReleased	2027-02-01	2026-01-27T16:22:27Z	2026-01-27T16:25:35Z	SUB15970119	038-HIV-WT-80c-a-2-p_S38_L001_R1_001.fastq.gz, 038-HIV-WT-80c-a-2-p_S38_L001_R2_001.fastq.gz
SRR37001444	039-HIV-WT-80c-a-3-p	PRJNA1400640	SAMN54923669	ToBeReleased	2027-02-01	2026-01-27T16:22:27Z	2026-01-27T16:25:29Z	SUB15970119	039-HIV-WT-80c-a-3-p_S39_L001_R1_001.fastq.gz, 039-HIV-WT-80c-a-3-p_S39_L001_R2_001.fastq.gz
SRR37001441	042-HIV-WT-80c-a-6-p	PRJNA1400640	SAMN54923672	ToBeReleased	2027-02-01	2026-01-27T16:22:27Z	2026-01-27T16:25:28Z	SUB15970119	042-HIV-WT-80c-a-6-p_S42_L001_R1_001.fastq.gz, 042-HIV-WT-80c-a-6-p_S42_L001_R2_001.fastq.gz
SRR37001442	041-HIV-WT-80c-a-5-p	PRJNA1400640	SAMN54923671	ToBeReleased	2027-02-01	2026-01-27T16:22:27Z	2026-01-27T16:25:26Z	SUB15970119	041-HIV-WT-80c-a-5-p_S41_L001_R1_001.fastq.gz, 041-HIV-WT-80c-a-5-p_S41_L001_R2_001.fastq.gz
SRR37001391	043_fourU_WT_37c_b_1_p	PRJNA1400640	SAMN54923565	ToBeReleased	2027-02-01	2026-01-27T16:19:36Z	2026-01-27T16:25:25Z	SUB15970097	043_fourU_WT_37c_b_1_p_S139_R1_001.fastq.gz, 043_fourU_WT_37c_b_1_p_S139_R2_001.fastq.gz
SRR37001440	055-HIV-WT-80c-a-6-m	PRJNA1400640	SAMN54923673	ToBeReleased	2027-02-01	2026-01-27T16:22:27Z	2026-01-27T16:25:23Z	SUB15970119	055-HIV-WT-80c-a-6-m_S55_L001_R1_001.fastq.gz, 055-HIV-WT-80c-a-6-m_S55_L001_R2_001.fastq.gz
SRR37001438	026-HIV-WT-75c-a-2-p	PRJNA1400640	SAMN54923620	ToBeReleased	2027-02-01	2026-01-27T16:21:35Z	2026-01-27T16:25:18Z	SUB15970109	026-HIV-WT-75c-a-2-p_S26_L001_R1_001.fastq.gz, 026-HIV-WT-75c-a-2-p_S26_L001_R2_001.fastq.gz
SRR37001443	040-HIV-WT-80c-a-4-p	PRJNA1400640	SAMN54923670	ToBeReleased	2027-02-01	2026-01-27T16:22:27Z	2026-01-27T16:25:10Z	SUB15970119	040-HIV-WT-80c-a-4-p_S40_L001_R1_001.fastq.gz, 040-HIV-WT-80c-a-4-p_S40_L001_R2_001.fastq.gz
SRR37001433	053-HIV-WT-75c-a-6-m	PRJNA1400640	SAMN54923625	ToBeReleased	2027-02-01	2026-01-27T16:21:34Z	2026-01-27T16:25:07Z	SUB15970109	053-HIV-WT-75c-a-6-m_S53_L001_R1_001.fastq.gz, 053-HIV-WT-75c-a-6-m_S53_L001_R2_001.fastq.gz
SRR37001437	027-HIV-WT-75c-a-3-p	PRJNA1400640	SAMN54923621	ToBeReleased	2027-02-01	2026-01-27T16:21:35Z	2026-01-27T16:25:00Z	SUB15970109	027-HIV-WT-75c-a-3-p_S27_L001_R1_001.fastq.gz, 027-HIV-WT-75c-a-3-p_S27_L001_R2_001.fastq.gz
SRR37001436	028-HIV-WT-75c-a-4-p	PRJNA1400640	SAMN54923622	ToBeReleased	2027-02-01	2026-01-27T16:21:35Z	2026-01-27T16:24:56Z	SUB15970109	028-HIV-WT-75c-a-4-p_S28_L001_R1_001.fastq.gz, 028-HIV-WT-75c-a-4-p_S28_L001_R2_001.fastq.gz
SRR37001435	029-HIV-WT-75c-a-5-p	PRJNA1400640	SAMN54923623	ToBeReleased	2027-02-01	2026-01-27T16:21:35Z	2026-01-27T16:24:55Z	SUB15970109	029-HIV-WT-75c-a-5-p_S29_L001_R1_001.fastq.gz, 029-HIV-WT-75c-a-5-p_S29_L001_R2_001.fastq.gz
SRR37001434	030-HIV-WT-75c-a-6-p	PRJNA1400640	SAMN54923624	ToBeReleased	2027-02-01	2026-01-27T16:21:35Z	2026-01-27T16:24:44Z	SUB15970109	030-HIV-WT-75c-a-6-p_S30_L001_R1_001.fastq.gz, 030-HIV-WT-75c-a-6-p_S30_L001_R2_001.fastq.gz
SRR37001356	039_fourU_WT_37c_b_3_p	PRJNA1400640	SAMN54923560	ToBeReleased	2027-02-01	2026-01-27T16:18:26Z	2026-01-27T16:24:30Z	SUB15970092	039_fourU_WT_37c_b_3_p_S135_R1_001.fastq.gz, 039_fourU_WT_37c_b_3_p_S135_R2_001.fastq.gz
SRR37001422	033-HIV-WT-75c-b-3-p	PRJNA1400640	SAMN54923636	ToBeReleased	2027-02-01	2026-01-27T16:21:27Z	2026-01-27T16:24:25Z	SUB15970117	033-HIV-WT-75c-b-3-p_S33_L001_R1_001.fastq.gz, 033-HIV-WT-75c-b-3-p_S33_L001_R2_001.fastq.gz
SRR37001421	034-HIV-WT-75c-b-4-p	PRJNA1400640	SAMN54923637	ToBeReleased	2027-02-01	2026-01-27T16:21:27Z	2026-01-27T16:24:25Z	SUB15970117	034-HIV-WT-75c-b-4-p_S34_L001_R1_001.fastq.gz, 034-HIV-WT-75c-b-4-p_S34_L001_R2_001.fastq.gz
SRR37001345	074_fourU_WT25c_a_6_m	PRJNA1400640	SAMN54923540	ToBeReleased	2027-02-01	2026-01-27T16:17:28Z	2026-01-27T16:24:20Z	SUB15970088	074_fourU_WT25c_a_6_m_S170_R1_001.fastq.gz, 074_fourU_WT25c_a_6_m_S170_R2_001.fastq.gz
SRR37001420	035-HIV-WT-75c-b-5-p	PRJNA1400640	SAMN54923638	ToBeReleased	2027-02-01	2026-01-27T16:21:27Z	2026-01-27T16:24:19Z	SUB15970117	035-HIV-WT-75c-b-5-p_S35_L001_R1_001.fastq.gz, 035-HIV-WT-75c-b-5-p_S35_L001_R2_001.fastq.gz
SRR37001355	040_fourU_WT_37c_b_4_p	PRJNA1400640	SAMN54923561	ToBeReleased	2027-02-01	2026-01-27T16:18:26Z	2026-01-27T16:24:17Z	SUB15970092	040_fourU_WT_37c_b_4_p_S136_R1_001.fastq.gz, 040_fourU_WT_37c_b_4_p_S136_R2_001.fastq.gz
SRR37001354	041_fourU_WT_37c_b_5_p	PRJNA1400640	SAMN54923562	ToBeReleased	2027-02-01	2026-01-27T16:18:26Z	2026-01-27T16:24:17Z	SUB15970092	041_fourU_WT_37c_b_5_p_S137_R1_001.fastq.gz, 041_fourU_WT_37c_b_5_p_S137_R2_001.fastq.gz
SRR37001339	024_fourU_WT_20c_b_6_p	PRJNA1400640	SAMN54923532	ToBeReleased	2027-02-01	2026-01-27T16:17:26Z	2026-01-27T16:24:17Z	SUB15970087	024_fourU_WT_20c_b_6_p_S120_R1_001.fastq.gz, 024_fourU_WT_20c_b_6_p_S120_R2_001.fastq.gz
SRR37001360	036_fourU_WT_25c_b_6_p	PRJNA1400640	SAMN54923547	ToBeReleased	2027-02-01	2026-01-27T16:18:27Z	2026-01-27T16:24:15Z	SUB15970091	036_fourU_WT_25c_b_6_p_S132_R1_001.fastq.gz, 036_fourU_WT_25c_b_6_p_S132_R2_001.fastq.gz
SRR37001340	023_fourU_WT_20c_b_5_p	PRJNA1400640	SAMN54923531	ToBeReleased	2027-02-01	2026-01-27T16:17:26Z	2026-01-27T16:24:15Z	SUB15970087	023_fourU_WT_20c_b_5_p_S119_R1_001.fastq.gz, 023_fourU_WT_20c_b_5_p_S119_R2_001.fastq.gz
SRR37001388	046_fourU_WT_37c_b_4_p	PRJNA1400640	SAMN54923568	ToBeReleased	2027-02-01	2026-01-27T16:19:36Z	2026-01-27T16:24:14Z	SUB15970097	046_fourU_WT_37c_b_4_p_S142_R1_001.fastq.gz, 046_fourU_WT_37c_b_4_p_S142_R2_001.fastq.gz
SRR37001365	031_fourU_WT_25c_b_1_p	PRJNA1400640	SAMN54923542	ToBeReleased	2027-02-01	2026-01-27T16:18:28Z	2026-01-27T16:24:14Z	SUB15970091	031_fourU_WT_25c_b_1_p_S127_R1_001.fastq.gz, 031_fourU_WT_25c_b_1_p_S127_R2_001.fastq.gz
SRR37001387	047_fourU_WT_37c_b_5_p	PRJNA1400640	SAMN54923569	ToBeReleased	2027-02-01	2026-01-27T16:19:36Z	2026-01-27T16:24:14Z	SUB15970097	047_fourU_WT_37c_b_5_p_S143_R1_001.fastq.gz, 047_fourU_WT_37c_b_5_p_S143_R2_001.fastq.gz
SRR37001349	027_fourU_WT_25c_a_3_p	PRJNA1400640	SAMN54923536	ToBeReleased	2027-02-01	2026-01-27T16:17:29Z	2026-01-27T16:24:14Z	SUB15970088	027_fourU_WT_25c_a_3_p_S123_R1_001.fastq.gz, 027_fourU_WT_25c_a_3_p_S123_R2_001.fastq.gz
SRR37001386	048_fourU_WT_37c_b_6_p	PRJNA1400640	SAMN54923570	ToBeReleased	2027-02-01	2026-01-27T16:19:36Z	2026-01-27T16:24:13Z	SUB15970097	048_fourU_WT_37c_b_6_p_S144_R1_001.fastq.gz, 048_fourU_WT_37c_b_6_p_S144_R2_001.fastq.gz
SRR37001424	031-HIV-WT-75c-b-1-p	PRJNA1400640	SAMN54923634	ToBeReleased	2027-02-01	2026-01-27T16:21:27Z	2026-01-27T16:24:12Z	SUB15970117	031-HIV-WT-75c-b-1-p_S31_L001_R1_001.fastq.gz, 031-HIV-WT-75c-b-1-p_S31_L001_R2_001.fastq.gz
SRR37001390	044_fourU_WT_37c_b_2_p	PRJNA1400640	SAMN54923566	ToBeReleased	2027-02-01	2026-01-27T16:19:36Z	2026-01-27T16:24:12Z	SUB15970097	044_fourU_WT_37c_b_2_p_S140_R1_001.fastq.gz, 044_fourU_WT_37c_b_2_p_S140_R2_001.fastq.gz
SRR37001363	033_fourU_WT_25c_b_3_p	PRJNA1400640	SAMN54923544	ToBeReleased	2027-02-01	2026-01-27T16:18:27Z	2026-01-27T16:24:11Z	SUB15970091	033_fourU_WT_25c_b_3_p_S129_R1_001.fastq.gz, 033_fourU_WT_25c_b_3_p_S129_R2_001.fastq.gz
SRR37001350	026_fourU_WT_25c_a_2_p	PRJNA1400640	SAMN54923535	ToBeReleased	2027-02-01	2026-01-27T16:17:29Z	2026-01-27T16:24:11Z	SUB15970088	026_fourU_WT_25c_a_2_p_S122_R1_001.fastq.gz, 026_fourU_WT_25c_a_2_p_S122_R2_001.fastq.gz
